Alajuela_virus,"[{'NC_038715.1': 5088}, {'NC_038716.1': 1153}, {'NC_038717.1': 6925}]"
Alcube_virus,"[{'NC_055372.1': 1758}, {'NC_055373.1': 4164}, {'NC_055374.1': 6405}]"
Alenquer_virus,"[{'NC_055330.1': 6418}, {'NC_055331.1': 1751}, {'NC_055332.1': 4286}]"
Alfamovirus_AMV,"[{'NC_001495.1': 3644}, {'NC_002024.2': 2593}, {'NC_002025.1': 2037}]"
Allamanda_leaf_mottle_distortion_virus,"[{'NC_024009.1': 2772}, {'NC_040180.1': 2690}]"
Alphachrysovirus_cerasi,"[{'NC_009944.1': 2498}, {'NC_009945.1': 2833}, {'NC_009946.1': 3128}, {'NC_009947.1': 3399}]"
Alstroemeria_necrotic_streak_virus,"[{'NC_055297.1': 4839}, {'NC_055298.1': 8756}, {'NC_055299.1': 3113}]"
Alstroemeria_yellow_spot_virus,"[{'NC_040741.1': 2734}, {'NC_040742.1': 8865}, {'NC_040743.1': 4797}]"
Alternaria_alternata_chrysovirus_1,"[{'NC_040736.1': 2785}, {'NC_040737.1': 836}, {'NC_040738.1': 3647}, {'NC_040739.1': 2857}, {'NC_040740.1': 2772}]"
Alternaria_alternata_virus_1,"[{'NC_010984.1': 3567}, {'NC_010989.1': 2794}, {'NC_010990.1': 2576}, {'NC_010991.1': 1420}]"
Alxa_virus,"[{'NC_078105.1': 7251}, {'NC_078106.1': 3341}]"
Amapari_virus,"[{'NC_010247.1': 3341}, {'NC_010251.1': 7046}]"
Ambe_virus,"[{'NC_033835.1': 4366}, {'NC_033844.1': 6410}, {'NC_033845.1': 1863}]"
American_dog_tick_virus,"[{'NC_078091.1': 6600}, {'NC_078092.1': 1815}]"
American_grass_carp_reovirus,"[{'NC_010584.1': 3949}, {'NC_010585.1': 3876}, {'NC_010586.1': 3709}, {'NC_010587.1': 2293}, {'NC_010588.1': 2237}, {'NC_010589.1': 2042}, {'NC_010590.1': 1356}, {'NC_010591.1': 1305}, {'NC_010592.1': 1125}, {'NC_010593.1': 912}, {'NC_010594.1': 772}]"
Anadyr_virus,"[{'NC_055199.1': 929}, {'NC_055200.1': 4440}, {'NC_055201.1': 6858}]"
Ananindeua_virus,"[{'NC_077925.1': 1003}, {'NC_077926.1': 4815}, {'NC_077927.1': 6935}]"
Andean_potato_mottle_virus,"[{'NC_038744.1': 3671}, {'NC_078844.1': 3767}, {'NC_078845.1': 6038}]"
Anemone_nepovirus_A,"[{'NC_079039.1': 7680}, {'NC_079040.1': 6854}]"
Anhanga_virus,"[{'NC_033836.1': 6402}, {'NC_033837.1': 1628}, {'NC_033846.1': 4538}]"
Anhembi_virus,"[{'NC_043564.1': 6979}, {'NC_043565.1': 4598}, {'NC_043566.1': 1034}]"
Anjozorobe_virus,"[{'NC_034555.1': 1816}, {'NC_034556.1': 6508}, {'NC_034563.1': 3586}]"
Anopheles_A_virus,"[{'NC_077985.1': 989}, {'NC_077986.1': 6881}, {'NC_077987.1': 4337}]"
Anopheles_B_virus,"[{'NC_038721.1': 991}, {'NC_078974.1': 4491}, {'NC_078975.1': 6953}, {'NC_078976.1': 987}]"
Anopheles_triannulatus_orthophasmavirus,"[{'NC_055393.1': 2069}, {'NC_055394.1': 6494}, {'NC_055395.1': 2246}]"
Anopheline-associated_C_virus,"[{'NC_023682.1': 3599}, {'NC_023683.1': 1958}]"
Anthurium_mosaic-associated_virus,"[{'NC_043676.1': 3550}, {'NC_043677.1': 3448}, {'NC_043678.1': 3244}]"
Anulavirus_ALMMV,"[{'NC_018402.1': 3169}, {'NC_018403.1': 2507}, {'NC_018404.1': 2530}]"
Apeu_virus,"[{'NC_077973.1': 4534}, {'NC_077974.1': 6935}, {'NC_077975.1': 1082}]"
Aphalara_polygoni_bunya-like_virus,"[{'NC_078971.1': 822}, {'NC_078972.1': 1902}, {'NC_078973.1': 6328}]"
Aphis_citricidus_bunyavirus,"[{'NC_078983.1': 7037}, {'NC_078984.1': 3462}, {'NC_078985.1': 1163}]"
Apore_virus,"[{'NC_040762.1': 3400}, {'NC_040763.1': 7217}]"
Apple_latent_spherical_virus,"[{'NC_003787.1': 6812}, {'NC_003788.1': 3384}]"
Apple_necrotic_mosaic_virus,"[{'NC_040469.1': 3378}, {'NC_040470.1': 1956}, {'NC_040471.1': 2767}]"
Apple_rubbery_wood_virus_1,"[{'NC_055390.1': 7219}, {'NC_055391.1': 1613}, {'NC_055392.1': 1303}]"
Apple_rubbery_wood_virus_2,"[{'NC_055533.1': 1319}, {'NC_055534.1': 7340}, {'NC_055535.1': 1463}, {'NC_055536.1': 1581}, {'NC_055537.1': 1617}]"
Aquareovirus_ctenopharyngodontis,"[{'NC_005166.1': 3949}, {'NC_005167.1': 3877}, {'NC_005168.1': 3702}, {'NC_005169.1': 2320}, {'NC_005170.1': 2239}, {'NC_005171.1': 2039}, {'NC_005172.1': 1414}, {'NC_005173.1': 1297}, {'NC_005174.1': 1130}, {'NC_005175.1': 909}, {'NC_005176.1': 820}]"
Arabidopsis_halleri_partitivirus_1,"[{'NC_030889.1': 1959}, {'NC_030890.1': 1763}]"
Arabidopsis_latent_virus-1,"[{'NC_078590.1': 5953}, {'NC_078591.1': 3600}]"
Arabis_mosaic_virus,"[{'NC_006056.1': 3820}, {'NC_006057.1': 7334}]"
Arceuthobium_sichuanense_virus_1,"[{'NC_079073.1': 1447}, {'NC_079074.1': 966}, {'NC_079075.1': 1739}, {'NC_079076.1': 7112}, {'NC_079077.1': 2177}]"
Arenaviridae_sp,"[{'NC_038366.1': 7149}, {'NC_038367.1': 3410}]"
Arhar_cryptic_virus-I,"[{'NC_024010.1': 1433}, {'NC_024011.2': 1491}, {'NC_024014.1': 1714}]"
Arrabida_virus,"[{'NC_029082.1': 6391}, {'NC_037616.1': 4198}, {'NC_037617.1': 1840}]"
Arracacha_virus_A,"[{'NC_078840.1': 3830}, {'NC_078841.1': 7387}]"
Arracacha_virus_B,"[{'NC_020897.1': 3486}, {'NC_020898.1': 7253}, {'NC_078827.1': 3291}, {'NC_078828.1': 7244}]"
Artichoke_Italian_latent_virus,"[{'NC_043684.1': 7338}, {'NC_043685.1': 4630}]"
Arumowot_virus,"[{'NC_023633.1': 4088}, {'NC_023634.1': 1798}, {'NC_023635.1': 6376}, {'NC_078041.1': 4088}, {'NC_078042.1': 6376}, {'NC_078043.1': 1798}]"
Asama_virus,"[{'NC_038273.1': 1710}, {'NC_038274.1': 3604}]"
Asparagus_virus_2,"[{'NC_011807.1': 2307}, {'NC_011808.1': 3431}, {'NC_011809.1': 2916}]"
Aspergillus_foetidus_dsRNA_mycovirus,"[{'NC_020100.1': 2796}, {'NC_020101.1': 2466}, {'NC_020102.1': 2005}, {'NC_020103.1': 3588}]"
Aspergillus_fumigatus_partitivirus_2,"[{'NC_040756.1': 1638}, {'NC_040757.1': 1822}]"
Aspergillus_fumigatus_polymycovirus_1,"[{'NC_040418.1': 1094}, {'NC_040419.1': 2180}, {'NC_040420.1': 1900}, {'NC_040421.1': 2323}, {'NC_078124.1': 2233}, {'NC_078125.1': 1131}, {'NC_078126.1': 1970}, {'NC_078127.1': 2403}]"
Aspergillus_fumigatus_tetramycovirus_1,"[{'NC_078124.1': 2233}, {'NC_078125.1': 1131}, {'NC_078126.1': 1970}, {'NC_078127.1': 2403}]"
Aspergillus_ochraceous_virus,"[{'NC_043395.1': 1220}, {'NC_043396.1': 1754}, {'NC_043397.1': 1555}]"
Aspergillus_spelaeus_tetramycovirus_1,"[{'NC_078037.1': 1968}, {'NC_078038.1': 2219}, {'NC_078039.1': 2384}, {'NC_078040.1': 1194}]"
Asystasia_mosaic_Madagascar_virus,"[{'NC_026513.1': 2666}, {'NC_026514.1': 2738}]"
Athtab_bunya-like_virus,"[{'NC_040754.1': 6868}, {'NC_040755.1': 3537}]"
Atkinsonella_hypoxylon_virus,"[{'NC_003470.1': 2180}, {'NC_003471.1': 2135}]"
Atrato_Chu-like_virus_5,[{'NC_076468.1': 13163}]
Avalon_virus,"[{'NC_040458.1': 1645}, {'NC_040459.1': 4433}, {'NC_040460.1': 11827}]"
Avian_orthoreovirus,"[{'NC_015126.1': 3958}, {'NC_015127.1': 3829}, {'NC_015128.1': 3907}, {'NC_015129.1': 2283}, {'NC_015130.1': 2158}, {'NC_015131.1': 1996}, {'NC_015132.1': 1645}, {'NC_015133.1': 1324}, {'NC_015134.1': 1202}, {'NC_015135.1': 1192}, {'NC_077751.1': 2039}, {'NC_077752.1': 1325}, {'NC_077753.1': 4011}, {'NC_077754.1': 3829}, {'NC_077755.1': 1201}, {'NC_077756.1': 3903}, {'NC_077757.1': 2287}, {'NC_077758.1': 2156}, {'NC_077759.1': 1637}, {'NC_077760.1': 1205}]"
Baakal_virus,"[{'NC_078980.1': 1166}, {'NC_078981.1': 4947}, {'NC_078982.1': 6937}]"
Baboon_orthoreovirus,"[{'NC_015877.1': 3903}, {'NC_015878.1': 3838}, {'NC_015879.1': 3766}, {'NC_015880.1': 2292}, {'NC_015881.1': 2143}, {'NC_015882.1': 1892}, {'NC_015883.1': 1311}, {'NC_015884.1': 1253}, {'NC_015885.1': 887}, {'NC_015886.1': 1150}]"
Bakau_virus,"[{'NC_078968.1': 7305}, {'NC_078969.1': 1101}, {'NC_078970.1': 4485}]"
Balagodu_virus,"[{'NC_078876.1': 6848}, {'NC_078877.1': 910}, {'NC_078878.1': 4799}]"
Banana_bunchy_top_virus,"[{'NC_003473.1': 1075}, {'NC_003474.1': 1043}, {'NC_003475.1': 1060}, {'NC_003476.1': 1089}, {'NC_003477.1': 1018}, {'NC_003479.1': 1111}]"
Banana_virus_X,[{'NC_043086.1': 2917}]
Bandia_virus,"[{'NC_078251.1': 5130}, {'NC_078252.1': 1960}, {'NC_078253.1': 12139}]"
Banna_virus_strain_JKT-6423,"[{'NC_004198.1': 862}, {'NC_004200.1': 867}, {'NC_004201.1': 977}, {'NC_004202.1': 1101}, {'NC_004203.1': 1119}, {'NC_004204.1': 1136}, {'NC_004211.1': 3747}, {'NC_004217.1': 3048}, {'NC_004218.1': 2400}, {'NC_004219.1': 2038}, {'NC_004220.1': 1716}, {'NC_004221.1': 1671}]"
Barfin_flounder_nervous_necrosis_virus,"[{'NC_013458.1': 3101}, {'NC_013459.1': 1433}]"
Barley_mild_mosaic_virus,"[{'NC_003482.1': 3524}, {'NC_003483.1': 7262}]"
Barley_stripe_mosaic_virus,"[{'NC_003469.1': 3768}, {'NC_003478.1': 3164}, {'NC_003481.1': 3289}]"
Barley_yellow_mosaic_virus,"[{'NC_002990.1': 7637}, {'NC_002991.1': 3582}]"
Bat_rotavirus,"[{'NC_040405.1': 942}, {'NC_040406.1': 954}, {'NC_040407.1': 597}, {'NC_040408.1': 2508}, {'NC_040409.1': 2331}, {'NC_040410.1': 1686}, {'NC_040411.1': 1194}, {'NC_040412.1': 981}, {'NC_040413.1': 2649}, {'NC_040414.1': 3267}, {'NC_040415.1': 528}]"
Batai_virus,"[{'NC_043579.1': 4448}, {'NC_043580.1': 6874}, {'NC_043581.1': 948}]"
Batama_virus,"[{'NC_038722.1': 1022}, {'NC_078965.1': 6980}, {'NC_078966.1': 4447}, {'NC_078967.1': 1020}]"
Bean_bushy_stunt_virus,"[{'NC_055594.1': 2572}, {'NC_060095.1': 2522}]"
Bean_calico_mosaic_virus,"[{'NC_003504.1': 2603}, {'NC_003505.1': 2572}]"
Bean_chlorosis_virus,"[{'NC_019568.1': 2632}, {'NC_019569.1': 2647}]"
Bean_chlorotic_mosaic_virus,[{'NC_022003.1': 2566}]
Bean_dwarf_mosaic_virus,"[{'NC_001930.1': 2576}, {'NC_001931.1': 2615}]"
Bean_golden_mosaic_virus,"[{'NC_004042.1': 2617}, {'NC_004043.1': 2580}]"
Bean_golden_yellow_mosaic_virus-[Dominican_Republic],"[{'NC_038790.1': 2608}, {'NC_038791.1': 2647}]"
Bean_golden_yellow_mosaic_virus,"[{'NC_001438.1': 2585}, {'NC_001439.1': 2647}, {'NC_038790.1': 2608}, {'NC_038791.1': 2647}]"
Bean_latent_virus,"[{'NC_055589.1': 2613}, {'NC_060091.1': 2566}]"
Bean_leaf_crumple_virus,"[{'NC_043524.1': 2598}, {'NC_060104.1': 2538}]"
Bean_necrotic_mosaic_virus,"[{'NC_018070.1': 9040}, {'NC_018071.1': 2584}, {'NC_018072.1': 4886}]"
Bean_pod_mottle_virus,"[{'NC_003495.1': 3662}, {'NC_003496.1': 5995}]"
Bean_rugose_mosaic_virus,"[{'NC_028139.1': 5909}, {'NC_028146.1': 3644}]"
Bean_white_chlorosis_mosaic_virus,[{'NC_022005.1': 2597}]
Bean_yellow_disorder_virus,"[{'NC_010560.1': 8965}, {'NC_010561.1': 8530}]"
Bean_yellow_mosaic_Mexico_virus,[{'NC_015487.1': 2641}]
Beauveria_bassiana_polymycovirus_1,"[{'NC_034257.1': 2260}, {'NC_034258.1': 1921}, {'NC_034259.1': 1373}, {'NC_034260.1': 2425}]"
Beet_cryptic_virus_1,"[{'NC_011556.1': 2008}, {'NC_011557.1': 1783}]"
Beet_cryptic_virus_2,"[{'NC_038845.1': 1598}, {'NC_038846.1': 1575}, {'NC_038847.1': 1522}]"
Beet_necrotic_yellow_vein_virus,"[{'NC_003513.1': 1320}, {'NC_003514.1': 6746}, {'NC_003515.1': 4609}, {'NC_003516.1': 1774}, {'NC_003517.1': 1465}]"
Beet_pseudoyellows_virus,"[{'NC_005209.2': 8006}, {'NC_005210.2': 7903}]"
Beet_ringspot_virus,"[{'NC_003693.1': 7362}, {'NC_003694.1': 4662}]"
Beet_soil-borne_virus,"[{'NC_003518.1': 3454}, {'NC_003519.1': 3005}, {'NC_003520.1': 5834}]"
Beet_virus_Q,"[{'NC_003510.1': 6003}, {'NC_003511.1': 2913}, {'NC_003512.1': 2529}]"
Begomovirus_abutilonbrazilense,"[{'NC_016574.1': 2649}, {'NC_016577.1': 2633}]"
Begomovirus_allamandae,[{'NC_010947.1': 2755}]
Begomovirus_alternantherae,[{'NC_007211.1': 2745}]
Begomovirus_bauri,"[{'NC_001928.2': 2632}, {'NC_001929.2': 2585}]"
Begomovirus_catharticae,"[{'NC_024009.1': 2772}, {'NC_040180.1': 2690}]"
Begomovirus_jeskei,"[{'NC_015045.1': 2717}, {'NC_015048.1': 2682}]"
Begomovirus_manihotis,"[{'NC_001467.1': 2779}, {'NC_001468.1': 2724}]"
Beihai_barnacle_virus_11,"[{'NC_032517.1': 1404}, {'NC_032520.1': 3086}]"
Beihai_barnacle_virus_12,"[{'NC_032518.1': 1697}, {'NC_032519.1': 1580}]"
Beihai_barnacle_virus_13,"[{'NC_032133.1': 1493}, {'NC_032134.1': 1467}]"
Beihai_horseshoe_crab_virus_1,"[{'NC_032521.1': 3507}, {'NC_032522.1': 1656}]"
Beihai_mantis_shrimp_virus_6,"[{'NC_032523.1': 3209}, {'NC_032524.1': 1444}]"
Beihai_noda-like_virus_11,"[{'NC_032525.1': 3105}, {'NC_032526.1': 1264}]"
Beihai_partiti-like_virus_2,"[{'NC_032500.1': 1664}, {'NC_032501.1': 1602}]"
Beihai_picobirna-like_virus_7,"[{'NC_032498.1': 2033}, {'NC_032502.1': 1564}]"
Beihai_picobirna-like_virus_8,"[{'NC_032499.1': 1534}, {'NC_032503.1': 1924}]"
Beihai_sesarmid_crab_virus_3,"[{'NC_032273.1': 6858}, {'NC_032275.1': 1320}]"
Beihai_sesarmid_crab_virus_4,"[{'NC_032272.1': 5620}, {'NC_032274.1': 1760}]"
Beihai_shrimp_virus_3,"[{'NC_033756.1': 10960}, {'NC_033757.1': 4249}, {'NC_033758.1': 3605}]"
Beihai_shrimp_virus_5,"[{'NC_032645.1': 3886}, {'NC_032646.1': 1545}]"
Beihai_shrimp_virus_6,"[{'NC_032647.1': 2904}, {'NC_032648.1': 1628}]"
Beihai_sphaeromadae_virus_3,"[{'NC_032154.1': 3073}, {'NC_032155.1': 1405}]"
Belem_virus,"[{'NC_078962.1': 4474}, {'NC_078963.1': 6891}, {'NC_078964.1': 1400}]"
Bellavista_virus,"[{'NC_043621.1': 6950}, {'NC_043622.1': 1256}, {'NC_043623.1': 4469}]"
Benfica_virus,"[{'NC_078959.1': 1044}, {'NC_078960.1': 7086}, {'NC_078961.1': 4679}]"
Berne_virus,"[{'NC_043211.1': 4837}, {'NC_043212.1': 799}]"
Bertioga_virus,"[{'NC_078956.1': 4831}, {'NC_078957.1': 1255}, {'NC_078958.1': 6999}]"
Betachrysovirus_aspergilli,"[{'NC_055605.1': 2772}, {'NC_055606.1': 2676}, {'NC_055607.1': 2514}, {'NC_055608.1': 3589}]"
Bhanja_virus,"[{'NC_027140.1': 6333}, {'NC_027141.1': 3307}, {'NC_027142.1': 1871}]"
Bhendi_yellow_vein_Bhubhaneswar_virus,[{'NC_012041.1': 2757}]
Bhendi_yellow_vein_Delhi_virus_[2004:New_Delhi],[{'NC_011919.1': 2751}]
Bhendi_yellow_vein_Haryana_virus_[2003:Karnal],[{'NC_043513.1': 2740}]
Bhendi_yellow_vein_India_virus_[India:Dharwad_OYDWR2:2006],[{'NC_014845.1': 2739}]
Bimiti_virus,"[{'NC_038723.1': 4423}, {'NC_038724.1': 6830}, {'NC_038725.1': 849}]"
Bipolaris_maydis_botybirnavirus_1,"[{'NC_040395.1': 5987}, {'NC_040396.1': 6435}]"
Bipolaris_maydis_partitivirus_1,"[{'NC_034514.1': 1930}, {'NC_034524.1': 1790}]"
Bipolaris_maydis_partitivirus_2,"[{'NC_040495.1': 2274}, {'NC_040496.1': 2216}, {'NC_040497.1': 2105}]"
Birao_virus,"[{'NC_043650.1': 949}, {'NC_043651.1': 6894}, {'NC_043652.1': 4436}]"
Bitter_gourd_yellow_mosaic_virus,"[{'NC_055539.1': 2715}, {'NC_055540.1': 2759}]"
Bitter_gourd_yellow_vein_virus,"[{'NC_024894.1': 2737}, {'NC_024895.1': 2716}]"
Bitu_virus,"[{'NC_078695.1': 7187}, {'NC_078696.1': 3374}]"
Black_beetle_virus,"[{'NC_001411.2': 3106}, {'NC_002037.1': 1399}]"
Black_currant_leaf_chlorosis_associated_virus,"[{'NC_034390.1': 2278}, {'NC_034408.1': 5349}]"
Black_grass_cryptic_virus_2,"[{'NC_026799.1': 2037}, {'NC_026800.1': 1956}]"
Black_grass_varicosavirus-like_virus,"[{'NC_026798.1': 4006}, {'NC_026801.1': 6552}]"
Black_medic_leaf_roll_virus,"[{'NC_023299.1': 1008}, {'NC_023300.1': 1017}, {'NC_023301.1': 1021}, {'NC_023302.1': 1006}, {'NC_023304.1': 1017}, {'NC_023305.1': 1010}, {'NC_023306.1': 1011}, {'NC_023307.1': 1001}]"
Black_raspberry_necrosis_virus,"[{'NC_008182.1': 7581}, {'NC_008183.1': 6364}]"
Blackberry_chlorotic_ringspot_virus,"[{'NC_011553.1': 3478}, {'NC_011554.1': 2879}, {'NC_011555.2': 2290}]"
Blackberry_yellow_vein-associated_virus,"[{'NC_006962.2': 7800}, {'NC_006963.2': 7916}]"
Blackcurrant_reversion_virus,"[{'NC_003502.1': 6405}, {'NC_003509.1': 7711}]"
Blacklegged_tick_phlebovirus_1,"[{'NC_078093.1': 2468}, {'NC_078094.1': 6733}]"
Blacklegged_tick_phlebovirus_3,"[{'NC_055431.1': 1404}, {'NC_055432.1': 6704}]"
Blainvillea_yellow_spot_virus,"[{'NC_010837.1': 2666}, {'NC_010838.1': 2634}]"
Blechum_interveinal_chlorosis_virus,"[{'NC_019035.1': 2645}, {'NC_019036.1': 2640}]"
Blotched_snakehead_virus,"[{'NC_005982.1': 3429}, {'NC_005983.1': 2750}]"
Blueberry_latent_spherical_virus,"[{'NC_038763.1': 6344}, {'NC_038764.1': 7960}]"
Blueberry_leaf_mottle_virus,"[{'NC_043076.1': 3082}, {'NC_078823.1': 5436}, {'NC_078824.1': 7748}]"
Blueberry_mosaic_associated_virus,"[{'NC_024476.1': 1934}, {'NC_036634.1': 1570}, {'NC_036635.1': 7963}]"
Blueberry_necrotic_ring_blotch_virus,"[{'NC_016084.1': 5906}, {'NC_016085.1': 3935}, {'NC_016086.1': 2588}, {'NC_016087.1': 1724}]"
Blueberry_shock_virus,"[{'NC_022250.1': 3352}, {'NC_022251.1': 2603}, {'NC_022252.1': 2034}]"
Bluetongue_virus,"[{'NC_006007.1': 1125}, {'NC_006008.2': 1049}, {'NC_006010.1': 1638}, {'NC_006013.2': 2921}, {'NC_006014.1': 2772}, {'NC_006015.1': 822}, {'NC_006022.1': 1156}, {'NC_006023.1': 3944}, {'NC_006024.2': 1980}, {'NC_006025.1': 1769}]"
Bobaya_virus,"[{'NC_079014.1': 1053}, {'NC_079015.1': 4565}, {'NC_079016.1': 6918}]"
Boerhavia_yellow_spot_virus,[{'NC_038439.1': 2621}]
Bogoria_virus,"[{'NC_078349.1': 4233}, {'NC_078350.1': 6366}, {'NC_078351.1': 1715}]"
Bombyx_mori_densovirus_3,"[{'NC_020927.1': 6022}, {'NC_020928.1': 6543}]"
Bombyx_mori_densovirus_Zhenjiang,"[{'NC_038376.1': 6024}, {'NC_038377.1': 6543}]"
Boolarra_virus,"[{'NC_004142.1': 3096}, {'NC_004145.1': 1305}]"
Boraceia_virus,"[{'NC_078953.1': 6849}, {'NC_078954.1': 4544}, {'NC_078955.1': 962}]"
Botambi_virus,"[{'NC_079029.1': 4547}, {'NC_079030.1': 1129}, {'NC_079031.1': 7004}]"
Botryosphaeria_dothidea_chrysovirus_1,"[{'NC_034268.1': 3528}, {'NC_034269.1': 2583}, {'NC_034270.1': 2574}, {'NC_034271.1': 2816}, {'NC_077817.1': 3654}, {'NC_077818.1': 2574}, {'NC_077819.1': 2597}, {'NC_077820.1': 2773}]"
Botryotinia_fuckeliana_partitivirus_1,"[{'NC_010349.1': 1793}, {'NC_010350.1': 1566}, {'NC_010351.1': 1383}]"
Botrytis_porri_botybirnavirus_1,"[{'NC_017990.1': 6215}, {'NC_017991.1': 5879}]"
Bourbon_virus,"[{'NC_078584.1': 2199}, {'NC_078585.1': 2372}, {'NC_078586.1': 1588}, {'NC_078587.1': 1480}, {'NC_078588.1': 1961}, {'NC_078589.1': 960}]"
Bowe_virus,"[{'NC_034405.1': 1731}, {'NC_034406.1': 3597}, {'NC_034407.1': 6551}]"
Bozo_virus,"[{'NC_043653.1': 4426}, {'NC_043654.1': 951}, {'NC_043655.1': 6861}]"
Bracoviriform_congregatae,"[{'NC_006633.1': 27346}, {'NC_006634.1': 14975}, {'NC_006635.1': 29874}, {'NC_006636.1': 15876}, {'NC_006637.1': 14489}, {'NC_006638.1': 15230}, {'NC_006639.1': 24748}, {'NC_006640.1': 5032}, {'NC_006641.1': 15959}, {'NC_006642.1': 14286}, {'NC_006643.1': 12903}, {'NC_006644.1': 16103}, {'NC_006645.1': 21388}, {'NC_006646.1': 31972}, {'NC_006647.1': 8785}, {'NC_006648.1': 15158}, {'NC_006649.1': 32108}, {'NC_006650.1': 18768}, {'NC_006651.1': 19161}, {'NC_006652.1': 4981}, {'NC_006653.1': 26062}, {'NC_006654.1': 13597}, {'NC_006655.1': 15279}, {'NC_006656.1': 12682}, {'NC_006657.1': 19820}, {'NC_006658.1': 30655}, {'NC_006659.1': 41573}, {'NC_006660.1': 20197}, {'NC_006661.1': 11186}, {'NC_006662.1': 17477}]"
Bracoviriform_demolitoris,"[{'NC_007028.1': 3611}, {'NC_007029.1': 6307}, {'NC_007030.2': 4576}, {'NC_007031.1': 7228}, {'NC_007032.1': 9604}, {'NC_007033.1': 7823}, {'NC_007034.1': 10790}, {'NC_007035.1': 11238}, {'NC_007036.1': 13704}, {'NC_007037.1': 15058}, {'NC_007038.1': 15218}, {'NC_007039.1': 17355}, {'NC_007040.1': 15096}, {'NC_007041.1': 13279}, {'NC_007044.1': 34334}]"
Bracoviriform_inaniti,"[{'NC_005165.1': 14579}, {'NC_043258.1': 426}, {'NC_043259.1': 263}, {'NC_043260.1': 632}, {'NC_043261.1': 17789}, {'NC_043262.1': 17677}, {'NC_043263.1': 11852}, {'NC_043264.1': 22343}, {'NC_043265.1': 511}, {'NC_043266.1': 19503}, {'NC_043267.1': 15810}, {'NC_043268.1': 475}, {'NC_043269.1': 1641}, {'NC_043270.1': 2065}, {'NC_043271.1': 14159}, {'NC_043272.1': 312}, {'NC_043273.1': 21376}, {'NC_043274.1': 330}]"
Bracoviriform_nigricipitis,"[{'NC_055109.1': 613}, {'NC_055110.1': 467}]"
Brassica_campestris_chinensis_coguvirus_1,"[{'NC_079045.1': 6757}, {'NC_079046.1': 3061}]"
Brassica_campestris_chrysovirus_1,"[{'NC_043659.1': 3567}, {'NC_043660.1': 3639}, {'NC_043661.1': 3337}]"
Brazoran_virus,"[{'NC_022037.1': 1672}, {'NC_022038.1': 4659}, {'NC_022039.1': 6911}]"
Brno_virus,"[{'NC_055375.1': 1269}, {'NC_055376.1': 6432}, {'NC_055377.1': 3408}]"
Broad_bean_mottle_virus,"[{'NC_004006.1': 2293}, {'NC_004007.1': 2799}, {'NC_004008.1': 3158}]"
Broad_bean_necrosis_virus,"[{'NC_004423.1': 5600}, {'NC_004424.1': 2831}, {'NC_004425.1': 2417}]"
Broad_bean_stain_virus,"[{'NC_043385.1': 3478}, {'NC_043386.1': 276}]"
